epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,517.357,2.9081,4.56191,4.02803,0.00325,0.64856,0.10241,0.01025,2.70342,4.55347,4.01268,0.000328704,0.000328704,0.000328704
